image_id,question,answer,label,question_type,tumor_class,pred_idx,predicted
pituitary_123,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
meningioma_131,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
meningioma_214,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
meningioma_035,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
notumor_077,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
notumor_216,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_158,Where is the tumor located?,right posterior fossa,138,open_ended,meningioma,130,right parietal convexity
notumor_186,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_112,Is this a glioma tumor?,no,79,binary,no tumor,79,no
meningioma_250,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_166,Where is the tumor located?,left hemisphere frontoparietal region,51,open_ended,glioma,112,right frontal lobe
glioma_171,Where is the tumor located?,right frontal lobe,112,open_ended,glioma,112,right frontal lobe
meningioma_065,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
notumor_192,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
notumor_188,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
glioma_080,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
glioma_163,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
meningioma_109,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_120,Where is the tumor located?,right frontal convexity,111,open_ended,meningioma,130,right parietal convexity
glioma_178,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
notumor_108,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_071,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_193,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
glioma_244,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
pituitary_169,Where is the tumor located?,sellar region suprasellar extension,166,open_ended,pituitary,160,sellar region
pituitary_171,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
meningioma_077,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_101,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
meningioma_103,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
notumor_075,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_060,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
notumor_076,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_125,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
notumor_105,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
pituitary_010,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
meningioma_133,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
meningioma_166,Where is the tumor located?,posterior fossa midline,94,open_ended,meningioma,130,right parietal convexity
meningioma_089,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
notumor_224,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_231,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_157,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
meningioma_161,Where is the tumor located?,right posterior fossa,138,open_ended,meningioma,130,right parietal convexity
meningioma_013,Where is the tumor located?,left temporal region,75,open_ended,meningioma,130,right parietal convexity
glioma_199,Where is the tumor located?,right parietal occipital region,133,open_ended,glioma,112,right frontal lobe
pituitary_174,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
notumor_016,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
meningioma_150,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
pituitary_152,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
pituitary_183,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
pituitary_157,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
meningioma_205,Where is the tumor located?,right parietal convexity,130,open_ended,meningioma,130,right parietal convexity
notumor_040,Is this a glioma tumor?,no,79,binary,no tumor,79,no
notumor_079,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_181,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_046,Where is the tumor located?,right parietal convexity,130,open_ended,meningioma,130,right parietal convexity
pituitary_144,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
meningioma_015,Where is the tumor located?,right anterior skull base,105,open_ended,meningioma,130,right parietal convexity
glioma_136,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
notumor_061,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_170,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
pituitary_200,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
notumor_213,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
notumor_120,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
pituitary_134,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
meningioma_190,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
meningioma_231,Where is the tumor located?,right frontoparietal convexity,120,open_ended,meningioma,130,right parietal convexity
glioma_024,Where is the tumor located?,right parietal lobe,131,open_ended,glioma,112,right frontal lobe
meningioma_006,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
glioma_141,Where is the tumor located?,cerebellar vermis posterior fossa,29,open_ended,glioma,130,right parietal convexity
notumor_079,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_198,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
glioma_216,Where is the tumor located?,right parietal lobe,131,open_ended,glioma,112,right frontal lobe
notumor_162,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
notumor_191,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_122,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
pituitary_235,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
notumor_157,Is this a glioma tumor?,no,79,binary,no tumor,79,no
meningioma_221,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
meningioma_010,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_052,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
glioma_099,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
pituitary_211,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
glioma_218,What type of brain tumor is shown?,glioma,30,open_ended,glioma,85,pituitary tumor
glioma_100,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
pituitary_204,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
notumor_210,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_073,Is this a glioma tumor?,no,79,binary,no tumor,79,no
meningioma_008,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
pituitary_173,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
meningioma_122,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
pituitary_166,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
notumor_203,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
glioma_241,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
meningioma_143,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
pituitary_194,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
meningioma_224,Where is the tumor located?,parasagittal frontal region,82,open_ended,meningioma,130,right parietal convexity
pituitary_183,Where is the tumor located?,sellar region anterior skull base,161,open_ended,pituitary,160,sellar region
pituitary_037,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
glioma_202,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
meningioma_188,Where is the tumor located?,posterior fossa midline,94,open_ended,meningioma,130,right parietal convexity
notumor_162,Is this a pituitary tumor?,no,79,binary,no tumor,79,no
pituitary_114,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
glioma_126,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
notumor_030,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_027,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_245,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
glioma_195,Where is the tumor located?,right frontal lobe,112,open_ended,glioma,112,right frontal lobe
meningioma_216,Where is the tumor located?,right frontal convexity,111,open_ended,meningioma,130,right parietal convexity
glioma_051,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
pituitary_046,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
notumor_025,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
pituitary_023,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
notumor_017,Is this a glioma tumor?,no,79,binary,no tumor,79,no
pituitary_070,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
notumor_141,Is this a pituitary tumor?,no,79,binary,no tumor,79,no
meningioma_200,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
glioma_095,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
pituitary_085,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_105,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
meningioma_175,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,30,glioma
glioma_098,Where is the tumor located?,right frontal parietal lobe,116,open_ended,glioma,112,right frontal lobe
pituitary_161,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
meningioma_131,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_041,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
notumor_034,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_124,Where is the tumor located?,right parietal convexity,130,open_ended,meningioma,130,right parietal convexity
pituitary_174,Where is the tumor located?,sellar region midline,164,open_ended,pituitary,160,sellar region
pituitary_007,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
meningioma_039,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
meningioma_092,Where is the tumor located?,central skull base region,25,open_ended,meningioma,130,right parietal convexity
pituitary_143,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_017,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
pituitary_016,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
meningioma_046,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
notumor_029,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
glioma_124,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
glioma_095,Where is the tumor located?,suprasellar hypothalamic region,171,open_ended,glioma,112,right frontal lobe
pituitary_059,Where is the tumor located?,central sellar region,23,open_ended,pituitary,160,sellar region
glioma_191,Where is the tumor located?,right frontoparietal region,122,open_ended,glioma,112,right frontal lobe
pituitary_067,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_198,Where is the tumor located?,posterior fossa cerebellar region,89,open_ended,glioma,112,right frontal lobe
meningioma_020,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
glioma_220,What type of brain tumor is shown?,glioma,30,open_ended,glioma,77,meningioma
glioma_085,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
notumor_206,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_192,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,160,sellar region
notumor_200,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_086,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
notumor_194,Is this a meningioma tumor?,no,79,binary,no tumor,79,no
meningioma_005,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
meningioma_069,Where is the tumor located?,left cerebellar hemisphere,36,open_ended,meningioma,130,right parietal convexity
notumor_200,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
notumor_134,Is this a meningioma tumor?,no,79,binary,no tumor,79,no
glioma_114,Where is the tumor located?,bilateral thalamic region,16,open_ended,glioma,112,right frontal lobe
notumor_086,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
glioma_204,Where is the tumor located?,right temporal occipital region,150,open_ended,glioma,112,right frontal lobe
pituitary_080,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
glioma_249,Where is the tumor located?,right frontal lobe,112,open_ended,glioma,112,right frontal lobe
meningioma_246,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
glioma_051,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
glioma_041,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
meningioma_145,Where is the tumor located?,left temporal convexity,68,open_ended,meningioma,130,right parietal convexity
pituitary_195,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
pituitary_113,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
glioma_176,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
meningioma_126,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
notumor_224,Is this a pituitary tumor?,no,79,binary,no tumor,79,no
notumor_211,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
meningioma_033,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
pituitary_154,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
notumor_116,Is this a meningioma tumor?,no,79,binary,no tumor,79,no
meningioma_006,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
notumor_019,Is this a glioma tumor?,no,79,binary,no tumor,79,no
notumor_115,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
meningioma_147,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
meningioma_239,Where is the tumor located?,left temporal skull base,76,open_ended,meningioma,130,right parietal convexity
notumor_039,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_064,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
glioma_009,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
glioma_194,Where is the tumor located?,central corpus callosum region,17,open_ended,glioma,112,right frontal lobe
pituitary_140,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
notumor_125,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
meningioma_120,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
notumor_001,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
meningioma_098,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
pituitary_035,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,160,sellar region
meningioma_091,Where is the tumor located?,right parietal lobe,131,open_ended,meningioma,130,right parietal convexity
pituitary_237,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
pituitary_154,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
notumor_105,Is this a pituitary tumor?,no,79,binary,no tumor,79,no
pituitary_207,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
pituitary_011,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
glioma_061,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
pituitary_016,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
pituitary_091,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
glioma_151,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
pituitary_109,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
meningioma_075,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
pituitary_054,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
pituitary_223,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
pituitary_018,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_162,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
notumor_223,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
notumor_140,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
notumor_051,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_133,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
pituitary_220,Where is the tumor located?,sellar region,160,open_ended,pituitary,160,sellar region
meningioma_067,Where is the tumor located?,right anterior temporal region,106,open_ended,meningioma,130,right parietal convexity
notumor_160,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
meningioma_225,Where is the tumor located?,right temporal skull base,155,open_ended,meningioma,130,right parietal convexity
glioma_141,What type of brain tumor is shown?,glioma,30,open_ended,glioma,77,meningioma
notumor_238,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
pituitary_184,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,77,meningioma
notumor_002,Is this a glioma tumor?,no,79,binary,no tumor,79,no
glioma_048,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
meningioma_202,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_244,Where is the tumor located?,right parietal lobe,131,open_ended,glioma,112,right frontal lobe
pituitary_187,Where is the tumor located?,sellar region large suprasellar mass,162,open_ended,pituitary,159,sellar and suprasellar region
notumor_137,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
pituitary_012,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,160,sellar region
notumor_189,Is this a pituitary tumor?,no,79,binary,no tumor,79,no
pituitary_140,What type of brain tumor is shown?,pituitary tumor,85,open_ended,pituitary,85,pituitary tumor
meningioma_021,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_119,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
notumor_159,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_227,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_187,Where is the tumor located?,right frontoparietal region,122,open_ended,glioma,112,right frontal lobe
pituitary_076,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_006,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
notumor_097,Is this a glioma tumor?,no,79,binary,no tumor,79,no
glioma_115,Where is the tumor located?,right temporal skull base,155,open_ended,glioma,112,right frontal lobe
meningioma_047,Is there a tumor visible in this MRI scan?,yes,174,binary,meningioma,174,yes
pituitary_082,Is there a tumor visible in this MRI scan?,yes,174,binary,pituitary,174,yes
glioma_239,Where is the tumor located?,left cerebellar region,37,open_ended,glioma,112,right frontal lobe
meningioma_054,Where is the tumor located?,anterior skull base region,3,open_ended,meningioma,130,right parietal convexity
pituitary_109,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
pituitary_214,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
notumor_122,Is this a meningioma tumor?,no,79,binary,no tumor,79,no
meningioma_129,Where is the tumor located?,right cerebellar hemisphere,109,open_ended,meningioma,130,right parietal convexity
pituitary_098,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,159,sellar and suprasellar region
glioma_193,Is this a glioma tumor?,yes,174,binary,glioma,174,yes
notumor_096,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
meningioma_172,Is this a meningioma tumor?,yes,174,binary,meningioma,174,yes
glioma_033,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
notumor_184,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
pituitary_230,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,160,sellar region
notumor_043,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_112,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
pituitary_034,Where is the tumor located?,sellar and suprasellar region,159,open_ended,pituitary,160,sellar region
meningioma_121,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_083,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
meningioma_060,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_117,What type of brain tumor is shown?,glioma,30,open_ended,glioma,30,glioma
pituitary_043,Is this a pituitary tumor?,yes,174,binary,pituitary,174,yes
meningioma_160,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
notumor_024,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
notumor_194,Is there a tumor visible in this MRI scan?,no,79,binary,no tumor,79,no
meningioma_024,Where is the tumor located?,posterior fossa cerebellar region,89,open_ended,meningioma,130,right parietal convexity
meningioma_033,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
meningioma_074,What type of brain tumor is shown?,meningioma,77,open_ended,meningioma,77,meningioma
glioma_216,Is there a tumor visible in this MRI scan?,yes,174,binary,glioma,174,yes
notumor_127,Where is the tumor located?,no tumor present,81,open_ended,no tumor,81,no tumor present
notumor_044,What type of brain tumor is shown?,no tumor,80,open_ended,no tumor,80,no tumor
